image_path,family,category,split,exists,opens_successfully,error,width,height,mode,file_size_bytes,brightness_mean,contrast_std,intensity_range,blank,low_pixel_contrast,sha256,difference_hash,actual_font_size,background,blur_radius,contrast_style,horizontal_shift_px,jpeg_quality,letter_spacing_px,luminance_difference,rotation_degrees,scale_factor,vertical_shift_px
data/processed/fontsense_full/images/train/serif/Bree_Serif/Bree_Serif_0004.png,Bree Serif,serif,train,True,True,,224,96,RGB,5877,232.3577,34.7153,162.0,False,False,6cea94bcf7b20831124c1924e0d8f044f4163d61fe023d84f362fb0b8a6657a8,ffffffffffffffffdf7fe6cd1d72966db26d6da9d66d96666d9bdfffffffffff,34,light,0.292,soft,8,,1,154.67,1.889,1.0566,4
data/processed/fontsense_full/images/train/serif/Bree_Serif/Bree_Serif_0005.png,Bree Serif,serif,train,True,True,,224,96,RGB,4219,233.6733,31.8777,204.0,False,False,1b08013bfba42cbd7754acaedda936d504e88c294440371f18935a8817530419,ffffffffffffffffbf7f63b7fc7bad56af552554daabad54ffffffffffffffff,23,light,,strong,1,,2,215.33,-1.418,0.9779,-1
data/processed/fontsense_full/images/train/serif/Bree_Serif/Bree_Serif_0006.png,Bree Serif,serif,train,True,True,,224,96,RGB,5644,240.0823,27.7477,153.0,False,False,fc3cf194acaa05aee40e9885350e22afa2e6522efd97452a87eafdb4fb7e1391,fffffffffffffffffffabfedd8542d5297daa9d6a9a7d6d9fbffffffffffffff,24,light,,soft,0,,1,146.0,2.474,0.9947,3
data/processed/fontsense_full/images/train/serif/Bree_Serif/Bree_Serif_0007.png,Bree Serif,serif,train,True,True,,224,96,RGB,3460,235.4981,27.3824,228.0,False,False,106313b0478cd2134ad5f29fee114d86257de213dde3f096c214d690fec7a616,ffffffffffffffffebff565babbea9553955c6aab9d5ffffffffffffffffffff,16,light,,strong,-3,,3,227.33,-2.056,0.961,-2
data/processed/fontsense_full/images/train/serif/Bree_Serif/Bree_Serif_0008.png,Bree Serif,serif,train,True,True,,224,96,RGB,4335,26.0017,25.9035,230.0,False,False,949749da4570d0915b0b633161c0821286a2843089b840b55eb969a01208538e,ffffffffffffffffdffff73d0aca1551751575578aed7d5fffffffffffffffff,20,dark,,soft,11,,1,170.0,-2.244,1.0063,3
data/processed/fontsense_full/images/train/serif/Bree_Serif/Bree_Serif_0009.png,Bree Serif,serif,train,True,True,,224,96,RGB,3956,237.4321,23.753,157.0,False,False,4bf6185d23d364ae25a0a44d28eb6afa72d1811012500284f8d1cf10a67ce7a5,ffffffffffffffffdd5f26aad55dd955535594d16f6fdfffffffffffffffffff,20,light,,soft,-9,,1,156.67,-2.005,0.9978,-1
data/processed/fontsense_full/images/train/serif/Bree_Serif/Bree_Serif_0010.png,Bree Serif,serif,train,True,True,,224,96,RGB,8549,232.1821,26.2775,220.0,False,False,b7d0ac6544dee99474099fca0d0bd70aea132834db3ca3c035e2578056551c79,ffffffffffffffff9bf765c957b65af514f4bb0d6efafffdffffffffffffffff,17,light,,strong,7,80.0,3,204.0,-2.392,1.0343,-2
data/processed/fontsense_full/images/train/serif/Bree_Serif/Bree_Serif_0011.png,Bree Serif,serif,train,True,True,,224,96,RGB,4927,235.7748,36.4698,216.0,False,False,21f78b0b18e243f59a0e98f727a2eda245458484f56f0936c5a4855821d7da80,ffffffffffffffffffff77c78a3a74b53aa63295d9797ebefff9ffffffffffff,21,light,,strong,10,,0,208.67,-1.487,1.0575,4
data/processed/fontsense_full/images/train/serif/Bree_Serif/Bree_Serif_0012.png,Bree Serif,serif,train,True,True,,224,96,RGB,5304,37.1035,44.1486,229.0,False,False,779f3d57519e652fe85f9de29e49e432915edc5fdf265180b1fc2dae630efa25,ffffffffffffffff7f7ba6e45b1b5b498d2d5b695b69ac96ffffffffffffffff,31,dark,,strong,1,,1,209.33,-0.509,0.969,1
data/processed/fontsense_full/images/train/serif/Bree_Serif/Bree_Serif_0013.png,Bree Serif,serif,train,True,True,,224,96,RGB,5519,48.4734,32.2577,207.0,False,False,3f170ba1d6ae1313b19f5f6960a7be2649523f5c0f98cda0d5c398d180e4105f,ffffffffffffffffedffb3d4356664e9a4c9b9abf6d6ffffffffffffffffffff,21,dark,0.356,strong,-1,,0,197.0,-0.861,1.0122,-1
data/processed/fontsense_full/images/train/serif/Bree_Serif/Bree_Serif_0014.png,Bree Serif,serif,train,True,True,,224,96,RGB,4634,23.2412,25.8822,223.0,False,False,f1479b2d12d16a781fe6e218bd8c5d669f2af75835b529a00e049d7c029a1daa,ffffffffffffffffdffbe96695b932ca32ca56a9aed67b7fffffffffffffffff,22,dark,,soft,10,,1,155.0,2.303,0.9715,1
data/processed/fontsense_full/images/train/serif/Bree_Serif/Bree_Serif_0015.png,Bree Serif,serif,train,True,True,,224,96,RGB,4226,231.2089,28.884,191.0,False,False,321a8391f69a67d50ce4d972a5d1f11fc91769439916304d4108255fae3aa48f,ffffffffffffffffdd6e6ad5d12954aa56ab569dad6b77ffffffffffffffffff,21,light,,strong,4,,2,191.0,2.297,1.0051,0
data/processed/fontsense_full/images/train/serif/Bree_Serif/Bree_Serif_0016.png,Bree Serif,serif,train,True,True,,224,96,RGB,5627,231.4154,43.7478,233.0,False,False,e78d167dd87b0a6cd0da2a21f28358a33314cb6588f2aa9b6e84579af13051d3,ffffffffffffffffcf5d3bf6c559a53569912db539aade55f9ffffffffffffff,24,light,0.168,strong,5,,0,227.67,1.385,1.0428,4
data/processed/fontsense_full/images/train/serif/Bree_Serif/Bree_Serif_0017.png,Bree Serif,serif,train,True,True,,224,96,RGB,7034,246.4144,25.9193,191.0,False,False,4259f48bfd0521fd59a6ff49ed47e1d3de9f395ec97a08af14b1ef0a66cdd72c,ffffffffffffffff7defbe7779884d9895749c6bba9fdf7fffffffffffffffff,20,light,,soft,-10,81.0,0,159.33,1.338,0.9846,1
data/processed/fontsense_full/images/train/serif/Bree_Serif/Bree_Serif_0018.png,Bree Serif,serif,train,True,True,,224,96,RGB,2868,242.7863,14.7292,148.0,False,False,02cf4c3e13f1f694318b3ea64126e0f9526e856797b83b4cbbfd47fa06cb5e18,ffffffffffffffffffefbdf2c68d2d4b354a5ab5fd5bffffffffffffffffffff,14,light,,soft,-2,,3,144.67,0.103,0.9896,-2
data/processed/fontsense_full/images/train/serif/Bree_Serif/Bree_Serif_0019.png,Bree Serif,serif,train,True,True,,224,96,RGB,4404,32.4707,27.6802,222.0,False,False,dd562a7bd43d39c39433df6af7cff8e131e3b4a2e0e2432f01bfcf99a64f86e2,ffffffffffffffffffffe96b5edfa4aaa5aaa4abdb5565aaffffffffffffffff,21,dark,,soft,-10,,2,171.33,2.233,1.0032,3
data/processed/fontsense_full/images/train/serif/Bree_Serif/Bree_Serif_0020.png,Bree Serif,serif,train,True,True,,224,96,RGB,4603,234.1867,26.0615,152.0,False,False,7b640ce2bc9b6064c99d8131c912e0d74357482ea64d4a37d6a2a8f6ec6e76c1,ffffffffffffffef36facd45aaaf28aaaaaa122aedf5ffeaffffffffffffffff,25,light,,soft,11,,1,153.0,-1.997,1.0236,-4
data/processed/fontsense_full/images/train/serif/Bree_Serif/Bree_Serif_0021.png,Bree Serif,serif,train,True,True,,224,96,RGB,3422,240.0918,21.5237,158.0,False,False,ee89ff73256eef5d417aab62ff9eecd78056c61dfa47a754c14a2400f0a12381,ffffffffffffffffff7f3b96d469aa562a56ae5455aeaed7ffffffffffffffff,19,light,,soft,3,,2,153.67,0.122,0.9613,2
data/processed/fontsense_full/images/train/serif/Bree_Serif/Bree_Serif_0022.png,Bree Serif,serif,train,True,True,,224,96,RGB,4642,238.8591,34.8742,228.0,False,False,3159c5908d83a4fb5d6c44e383035f6ee7fe9388bb9bed37e8d4c40d7a002e8e,ffffffffffffffffbffecfa73e5aa5325d36adb65249adb6ffffffffffffffff,20,light,,strong,-4,,0,219.33,0.673,0.9715,1
data/processed/fontsense_full/images/train/serif/Bree_Serif/Bree_Serif_0023.png,Bree Serif,serif,train,True,True,,224,96,RGB,4608,244.0046,40.4804,220.0,False,False,6bed53496f47b7ed41e46fafef3224a70b69fdc9580d23c9b3a10b1e314d5ac3,ffffffffffffffdf25e7fb5fa5952595ad952cb5f34b2ff5ffffffffffffffff,24,light,,strong,11,,2,206.0,-1.624,1.0006,-1
data/processed/fontsense_full/images/train/serif/Bree_Serif/Bree_Serif_0024.png,Bree Serif,serif,train,True,True,,224,96,RGB,6028,29.1823,25.1767,242.0,False,False,a7ff551d9ca3b0c5f0d92fa36423611c5941d7564f3f033f3e3232f5f2537f41,ffffffffffffffffffffffffbbb8d46f569116b994eefb7fffffffffffffffff,16,dark,,strong,-10,89.0,3,202.33,1.48,1.0127,4
data/processed/fontsense_full/images/train/serif/Bree_Serif/Bree_Serif_0025.png,Bree Serif,serif,train,True,True,,224,96,RGB,3968,235.4121,25.2882,190.0,False,False,c3f59730be8d288142bbc263a1a9a6a38c4348e445e8140d7cf89c525c557bc0,ffffffffffffffffbfbf4dc6b239a9bb4da236a4ff7ffff7ffffffffffffffff,19,light,,strong,3,,1,192.33,-1.847,0.9475,-1
data/processed/fontsense_full/images/train/serif/Bree_Serif/Bree_Serif_0026.png,Bree Serif,serif,train,True,True,,224,96,RGB,4125,237.369,30.7287,229.0,False,False,75ac0fc798194db925747ecad27e943f82fad54e8692fb1e652edcd816e13f9b,ffffffffffffffffffff6af69d0b5ede52d584d47f67fad9ffffffffffffffff,19,light,,strong,9,,2,225.67,-2.039,0.9911,3
data/processed/fontsense_full/images/train/serif/Bree_Serif/Bree_Serif_0027.png,Bree Serif,serif,train,True,True,,224,96,RGB,8810,34.1495,35.0513,235.0,False,False,32f6a43db4a235a7f1965f5b9e365a485a74faf80baf3533f2e1ee7d6c74c03c,ffffffffffffffff9eef753b8ae52ae526ddaaf7d56b7afdffffffffffffffff,23,dark,0.522,strong,10,89.0,0,212.33,-0.898,0.9415,1
data/processed/fontsense_full/images/train/serif/Bree_Serif/Bree_Serif_0028.png,Bree Serif,serif,train,True,True,,224,96,RGB,4455,242.0487,37.0507,219.0,False,False,836089504d6b93ba2e0c0797344438cf5f6a03f6270af53c4935f2c23401acf8,fffffffffffffffffb7bdcb4337b69d64c8c699cf77fedbeffffffffffffffff,22,light,,strong,-11,,1,224.67,0.915,1.0253,1
