image_path,family,category,split,rendered_text,font_file,applied_effects,seed,preview_index
data/processed/fontsense_preview/images/train/serif/Roboto_Slab/Roboto_Slab_01.png,Roboto Slab,serif,train,Open Source,data/raw/fonts/google_fonts/serif/Roboto_Slab__RobotoSlab[wght].ttf,"{""background"": ""dark"", ""blur_radius"": null, ""font_size"": 31, ""jpeg_quality"": null, ""letter_spacing_px"": 2, ""rotation_degrees"": -0.499}",42090190,1
data/processed/fontsense_preview/images/train/serif/Rokkitt/Rokkitt_00.png,Rokkitt,serif,train,Visual Story,data/raw/fonts/google_fonts/serif/Rokkitt__Rokkitt[wght].ttf,"{""background"": ""light"", ""blur_radius"": null, ""font_size"": 38, ""jpeg_quality"": null, ""letter_spacing_px"": 0, ""rotation_degrees"": -0.045}",42100196,0
data/processed/fontsense_preview/images/train/serif/Rokkitt/Rokkitt_01.png,Rokkitt,serif,train,Bold Shapes,data/raw/fonts/google_fonts/serif/Rokkitt__Rokkitt[wght].ttf,"{""background"": ""light"", ""blur_radius"": 0.312, ""font_size"": 36, ""jpeg_quality"": null, ""letter_spacing_px"": 1, ""rotation_degrees"": -0.601}",42100197,1
data/processed/fontsense_preview/images/train/serif/Zilla_Slab/Zilla_Slab_00.png,Zilla Slab,serif,train,Type Study,data/raw/fonts/google_fonts/serif/Zilla_Slab__ZillaSlab-Regular.ttf,"{""background"": ""dark"", ""blur_radius"": null, ""font_size"": 34, ""jpeg_quality"": null, ""letter_spacing_px"": 1, ""rotation_degrees"": 0.004}",42110203,0
data/processed/fontsense_preview/images/train/serif/Zilla_Slab/Zilla_Slab_01.png,Zilla Slab,serif,train,Open Source,data/raw/fonts/google_fonts/serif/Zilla_Slab__ZillaSlab-Regular.ttf,"{""background"": ""light"", ""blur_radius"": 0.338, ""font_size"": 36, ""jpeg_quality"": null, ""letter_spacing_px"": 0, ""rotation_degrees"": 0.669}",42110204,1
data/processed/fontsense_preview/images/validation/serif/Libre_Caslon_Text/Libre_Caslon_Text_00.png,Libre Caslon Text,serif,validation,Bright Idea,data/raw/fonts/google_fonts/serif/Libre_Caslon_Text__LibreCaslonText[wght].ttf,"{""background"": ""dark"", ""blur_radius"": null, ""font_size"": 33, ""jpeg_quality"": null, ""letter_spacing_px"": 2, ""rotation_degrees"": -0.619}",42120210,0
data/processed/fontsense_preview/images/validation/serif/Libre_Caslon_Text/Libre_Caslon_Text_01.png,Libre Caslon Text,serif,validation,Quiet Words,data/raw/fonts/google_fonts/serif/Libre_Caslon_Text__LibreCaslonText[wght].ttf,"{""background"": ""light"", ""blur_radius"": null, ""font_size"": 33, ""jpeg_quality"": null, ""letter_spacing_px"": 0, ""rotation_degrees"": 1.328}",42120211,1
data/processed/fontsense_preview/images/validation/serif/PT_Serif/PT_Serif_00.png,PT Serif,serif,validation,Creative Work,data/raw/fonts/google_fonts/serif/PT_Serif__PT_Serif-Web-Regular.ttf,"{""background"": ""light"", ""blur_radius"": null, ""font_size"": 29, ""jpeg_quality"": null, ""letter_spacing_px"": 1, ""rotation_degrees"": 0.662}",42130217,0
data/processed/fontsense_preview/images/validation/serif/PT_Serif/PT_Serif_01.png,PT Serif,serif,validation,Font Sense,data/raw/fonts/google_fonts/serif/PT_Serif__PT_Serif-Web-Regular.ttf,"{""background"": ""light"", ""blur_radius"": null, ""font_size"": 39, ""jpeg_quality"": null, ""letter_spacing_px"": 1, ""rotation_degrees"": 0.491}",42130218,1
data/processed/fontsense_preview/images/validation/serif/Source_Serif_4/Source_Serif_4_00.png,Source Serif 4,serif,validation,Creative Work,"data/raw/fonts/google_fonts/serif/Source_Serif_4__SourceSerif4[opsz,wght].ttf","{""background"": ""light"", ""blur_radius"": 0.363, ""font_size"": 26, ""jpeg_quality"": 80, ""letter_spacing_px"": 2, ""rotation_degrees"": 1.459}",42140224,0
data/processed/fontsense_preview/images/validation/serif/Source_Serif_4/Source_Serif_4_01.png,Source Serif 4,serif,validation,Modern Type,"data/raw/fonts/google_fonts/serif/Source_Serif_4__SourceSerif4[opsz,wght].ttf","{""background"": ""light"", ""blur_radius"": 0.433, ""font_size"": 32, ""jpeg_quality"": null, ""letter_spacing_px"": 1, ""rotation_degrees"": -0.454}",42140225,1
data/processed/fontsense_preview/images/test/serif/Cormorant_Garamond/Cormorant_Garamond_00.png,Cormorant Garamond,serif,test,Quiet Words,data/raw/fonts/google_fonts/serif/Cormorant_Garamond__CormorantGaramond[wght].ttf,"{""background"": ""light"", ""blur_radius"": null, ""font_size"": 37, ""jpeg_quality"": null, ""letter_spacing_px"": 1, ""rotation_degrees"": -1.23}",42150231,0
data/processed/fontsense_preview/images/test/serif/Cormorant_Garamond/Cormorant_Garamond_01.png,Cormorant Garamond,serif,test,Modern Type,data/raw/fonts/google_fonts/serif/Cormorant_Garamond__CormorantGaramond[wght].ttf,"{""background"": ""dark"", ""blur_radius"": null, ""font_size"": 33, ""jpeg_quality"": 92, ""letter_spacing_px"": 1, ""rotation_degrees"": 1.124}",42150232,1
data/processed/fontsense_preview/images/test/serif/Libre_Baskerville/Libre_Baskerville_00.png,Libre Baskerville,serif,test,Creative Work,data/raw/fonts/google_fonts/serif/Libre_Baskerville__LibreBaskerville[wght].ttf,"{""background"": ""light"", ""blur_radius"": null, ""font_size"": 22, ""jpeg_quality"": null, ""letter_spacing_px"": 2, ""rotation_degrees"": 0.256}",42160238,0
data/processed/fontsense_preview/images/test/serif/Libre_Baskerville/Libre_Baskerville_01.png,Libre Baskerville,serif,test,Open Source,data/raw/fonts/google_fonts/serif/Libre_Baskerville__LibreBaskerville[wght].ttf,"{""background"": ""light"", ""blur_radius"": 0.449, ""font_size"": 28, ""jpeg_quality"": null, ""letter_spacing_px"": 1, ""rotation_degrees"": -0.901}",42160239,1
data/processed/fontsense_preview/images/test/serif/Merriweather/Merriweather_00.png,Merriweather,serif,test,Quiet Words,"data/raw/fonts/google_fonts/serif/Merriweather__Merriweather[opsz,wdth,wght].ttf","{""background"": ""light"", ""blur_radius"": null, ""font_size"": 30, ""jpeg_quality"": null, ""letter_spacing_px"": 2, ""rotation_degrees"": -0.244}",42170245,0
data/processed/fontsense_preview/images/test/serif/Merriweather/Merriweather_01.png,Merriweather,serif,test,Clear Design,"data/raw/fonts/google_fonts/serif/Merriweather__Merriweather[opsz,wdth,wght].ttf","{""background"": ""dark"", ""blur_radius"": null, ""font_size"": 32, ""jpeg_quality"": 81, ""letter_spacing_px"": 0, ""rotation_degrees"": 0.985}",42170246,1
data/processed/fontsense_preview/images/train/sans_serif/Barlow/Barlow_00.png,Barlow,sans_serif,train,Smart Layout,data/raw/fonts/google_fonts/sans_serif/Barlow__Barlow-Regular.ttf,"{""background"": ""light"", ""blur_radius"": null, ""font_size"": 32, ""jpeg_quality"": null, ""letter_spacing_px"": 1, ""rotation_degrees"": -1.095}",42180252,0
data/processed/fontsense_preview/images/train/sans_serif/Barlow/Barlow_01.png,Barlow,sans_serif,train,Font Sense,data/raw/fonts/google_fonts/sans_serif/Barlow__Barlow-Regular.ttf,"{""background"": ""light"", ""blur_radius"": null, ""font_size"": 41, ""jpeg_quality"": 89, ""letter_spacing_px"": 0, ""rotation_degrees"": 0.142}",42180253,1
data/processed/fontsense_preview/images/train/sans_serif/Exo_2/Exo_2_00.png,Exo 2,sans_serif,train,Clear Design,data/raw/fonts/google_fonts/sans_serif/Exo_2__Exo2[wght].ttf,"{""background"": ""light"", ""blur_radius"": null, ""font_size"": 31, ""jpeg_quality"": 86, ""letter_spacing_px"": 2, ""rotation_degrees"": -0.104}",42190259,0
data/processed/fontsense_preview/images/train/sans_serif/Exo_2/Exo_2_01.png,Exo 2,sans_serif,train,Daily Notes,data/raw/fonts/google_fonts/sans_serif/Exo_2__Exo2[wght].ttf,"{""background"": ""light"", ""blur_radius"": null, ""font_size"": 36, ""jpeg_quality"": 88, ""letter_spacing_px"": 1, ""rotation_degrees"": 1.018}",42190260,1
data/processed/fontsense_preview/images/train/sans_serif/Inter/Inter_00.png,Inter,sans_serif,train,Clear Design,"data/raw/fonts/google_fonts/sans_serif/Inter__Inter[opsz,wght].ttf","{""background"": ""light"", ""blur_radius"": null, ""font_size"": 29, ""jpeg_quality"": null, ""letter_spacing_px"": 2, ""rotation_degrees"": -1.317}",42200266,0
data/processed/fontsense_preview/images/train/sans_serif/Inter/Inter_01.png,Inter,sans_serif,train,Modern Type,"data/raw/fonts/google_fonts/sans_serif/Inter__Inter[opsz,wght].ttf","{""background"": ""dark"", ""blur_radius"": null, ""font_size"": 29, ""jpeg_quality"": null, ""letter_spacing_px"": 2, ""rotation_degrees"": -1.461}",42200267,1
data/processed/fontsense_preview/images/train/sans_serif/Karla/Karla_00.png,Karla,sans_serif,train,Hello World,data/raw/fonts/google_fonts/sans_serif/Karla__Karla[wght].ttf,"{""background"": ""light"", ""blur_radius"": null, ""font_size"": 38, ""jpeg_quality"": null, ""letter_spacing_px"": 0, ""rotation_degrees"": -0.026}",42210273,0
data/processed/fontsense_preview/images/train/sans_serif/Karla/Karla_01.png,Karla,sans_serif,train,Creative Work,data/raw/fonts/google_fonts/sans_serif/Karla__Karla[wght].ttf,"{""background"": ""dark"", ""blur_radius"": null, ""font_size"": 27, ""jpeg_quality"": null, ""letter_spacing_px"": 2, ""rotation_degrees"": 0.12}",42210274,1
data/processed/fontsense_preview/images/train/sans_serif/Lato/Lato_00.png,Lato,sans_serif,train,Open Source,data/raw/fonts/google_fonts/sans_serif/Lato__Lato-Regular.ttf,"{""background"": ""light"", ""blur_radius"": null, ""font_size"": 33, ""jpeg_quality"": null, ""letter_spacing_px"": 1, ""rotation_degrees"": 1.327}",42220280,0
data/processed/fontsense_preview/images/train/sans_serif/Lato/Lato_01.png,Lato,sans_serif,train,Smart Layout,data/raw/fonts/google_fonts/sans_serif/Lato__Lato-Regular.ttf,"{""background"": ""light"", ""blur_radius"": null, ""font_size"": 32, ""jpeg_quality"": null, ""letter_spacing_px"": 1, ""rotation_degrees"": -0.267}",42220281,1
data/processed/fontsense_preview/images/train/sans_serif/Lexend/Lexend_00.png,Lexend,sans_serif,train,Quiet Words,data/raw/fonts/google_fonts/sans_serif/Lexend__Lexend[wght].ttf,"{""background"": ""light"", ""blur_radius"": null, ""font_size"": 31, ""jpeg_quality"": null, ""letter_spacing_px"": 1, ""rotation_degrees"": -1.338}",42230287,0
data/processed/fontsense_preview/images/train/sans_serif/Lexend/Lexend_01.png,Lexend,sans_serif,train,Modern Type,data/raw/fonts/google_fonts/sans_serif/Lexend__Lexend[wght].ttf,"{""background"": ""dark"", ""blur_radius"": 0.346, ""font_size"": 31, ""jpeg_quality"": 85, ""letter_spacing_px"": 0, ""rotation_degrees"": -1.034}",42230288,1
data/processed/fontsense_preview/images/train/sans_serif/Manrope/Manrope_00.png,Manrope,sans_serif,train,Hello World,data/raw/fonts/google_fonts/sans_serif/Manrope__Manrope[wght].ttf,"{""background"": ""light"", ""blur_radius"": null, ""font_size"": 37, ""jpeg_quality"": null, ""letter_spacing_px"": 0, ""rotation_degrees"": 0.986}",42240294,0
data/processed/fontsense_preview/images/train/sans_serif/Manrope/Manrope_01.png,Manrope,sans_serif,train,Open Source,data/raw/fonts/google_fonts/sans_serif/Manrope__Manrope[wght].ttf,"{""background"": ""light"", ""blur_radius"": 0.16, ""font_size"": 32, ""jpeg_quality"": null, ""letter_spacing_px"": 1, ""rotation_degrees"": -0.817}",42240295,1
data/processed/fontsense_preview/images/train/sans_serif/Montserrat/Montserrat_00.png,Montserrat,sans_serif,train,Open Source,data/raw/fonts/google_fonts/sans_serif/Montserrat__Montserrat[wght].ttf,"{""background"": ""light"", ""blur_radius"": null, ""font_size"": 30, ""jpeg_quality"": null, ""letter_spacing_px"": 0, ""rotation_degrees"": 0.374}",42250301,0
data/processed/fontsense_preview/images/train/sans_serif/Montserrat/Montserrat_01.png,Montserrat,sans_serif,train,Visual Story,data/raw/fonts/google_fonts/sans_serif/Montserrat__Montserrat[wght].ttf,"{""background"": ""light"", ""blur_radius"": null, ""font_size"": 34, ""jpeg_quality"": null, ""letter_spacing_px"": 0, ""rotation_degrees"": -0.029}",42250302,1
data/processed/fontsense_preview/images/train/sans_serif/Poppins/Poppins_00.png,Poppins,sans_serif,train,Bright Idea,data/raw/fonts/google_fonts/sans_serif/Poppins__Poppins-Regular.ttf,"{""background"": ""light"", ""blur_radius"": 0.215, ""font_size"": 35, ""jpeg_quality"": null, ""letter_spacing_px"": 1, ""rotation_degrees"": 0.883}",42260308,0
data/processed/fontsense_preview/images/train/sans_serif/Poppins/Poppins_01.png,Poppins,sans_serif,train,Smart Layout,data/raw/fonts/google_fonts/sans_serif/Poppins__Poppins-Regular.ttf,"{""background"": ""light"", ""blur_radius"": null, ""font_size"": 31, ""jpeg_quality"": null, ""letter_spacing_px"": 0, ""rotation_degrees"": 1.499}",42260309,1
data/processed/fontsense_preview/images/train/sans_serif/Roboto/Roboto_00.png,Roboto,sans_serif,train,Hello World,"data/raw/fonts/google_fonts/sans_serif/Roboto__Roboto[wdth,wght].ttf","{""background"": ""light"", ""blur_radius"": null, ""font_size"": 39, ""jpeg_quality"": null, ""letter_spacing_px"": 0, ""rotation_degrees"": -0.999}",42270315,0
data/processed/fontsense_preview/images/train/sans_serif/Roboto/Roboto_01.png,Roboto,sans_serif,train,Quiet Words,"data/raw/fonts/google_fonts/sans_serif/Roboto__Roboto[wdth,wght].ttf","{""background"": ""light"", ""blur_radius"": 0.29, ""font_size"": 36, ""jpeg_quality"": null, ""letter_spacing_px"": 0, ""rotation_degrees"": 0.42}",42270316,1
data/processed/fontsense_preview/images/train/sans_serif/Rubik/Rubik_00.png,Rubik,sans_serif,train,Simple Text,data/raw/fonts/google_fonts/sans_serif/Rubik__Rubik[wght].ttf,"{""background"": ""light"", ""blur_radius"": null, ""font_size"": 36, ""jpeg_quality"": 83, ""letter_spacing_px"": 0, ""rotation_degrees"": -0.937}",42280322,0
data/processed/fontsense_preview/images/train/sans_serif/Rubik/Rubik_01.png,Rubik,sans_serif,train,Smart Layout,data/raw/fonts/google_fonts/sans_serif/Rubik__Rubik[wght].ttf,"{""background"": ""dark"", ""blur_radius"": null, ""font_size"": 32, ""jpeg_quality"": null, ""letter_spacing_px"": 0, ""rotation_degrees"": -0.15}",42280323,1
data/processed/fontsense_preview/images/train/sans_serif/Urbanist/Urbanist_00.png,Urbanist,sans_serif,train,Creative Work,data/raw/fonts/google_fonts/sans_serif/Urbanist__Urbanist[wght].ttf,"{""background"": ""light"", ""blur_radius"": null, ""font_size"": 30, ""jpeg_quality"": 81, ""letter_spacing_px"": 1, ""rotation_degrees"": 1.099}",42290329,0
data/processed/fontsense_preview/images/train/sans_serif/Urbanist/Urbanist_01.png,Urbanist,sans_serif,train,Modern Type,data/raw/fonts/google_fonts/sans_serif/Urbanist__Urbanist[wght].ttf,"{""background"": ""light"", ""blur_radius"": null, ""font_size"": 33, ""jpeg_quality"": null, ""letter_spacing_px"": 0, ""rotation_degrees"": 0.877}",42290330,1
data/processed/fontsense_preview/images/validation/sans_serif/Archivo/Archivo_00.png,Archivo,sans_serif,validation,Modern Type,"data/raw/fonts/google_fonts/sans_serif/Archivo__Archivo[wdth,wght].ttf","{""background"": ""light"", ""blur_radius"": null, ""font_size"": 32, ""jpeg_quality"": 79, ""letter_spacing_px"": 1, ""rotation_degrees"": 0.503}",42300336,0
data/processed/fontsense_preview/images/validation/sans_serif/Archivo/Archivo_01.png,Archivo,sans_serif,validation,Clear Design,"data/raw/fonts/google_fonts/sans_serif/Archivo__Archivo[wdth,wght].ttf","{""background"": ""light"", ""blur_radius"": null, ""font_size"": 33, ""jpeg_quality"": 87, ""letter_spacing_px"": 1, ""rotation_degrees"": 0.765}",42300337,1
data/processed/fontsense_preview/images/validation/sans_serif/Mulish/Mulish_00.png,Mulish,sans_serif,validation,Clear Design,data/raw/fonts/google_fonts/sans_serif/Mulish__Mulish[wght].ttf,"{""background"": ""light"", ""blur_radius"": null, ""font_size"": 31, ""jpeg_quality"": null, ""letter_spacing_px"": 1, ""rotation_degrees"": -0.079}",42310343,0
data/processed/fontsense_preview/images/validation/sans_serif/Mulish/Mulish_01.png,Mulish,sans_serif,validation,Open Source,data/raw/fonts/google_fonts/sans_serif/Mulish__Mulish[wght].ttf,"{""background"": ""dark"", ""blur_radius"": null, ""font_size"": 31, ""jpeg_quality"": 80, ""letter_spacing_px"": 2, ""rotation_degrees"": -1.086}",42310344,1
data/processed/fontsense_preview/images/validation/sans_serif/Work_Sans/Work_Sans_00.png,Work Sans,sans_serif,validation,Modern Type,data/raw/fonts/google_fonts/sans_serif/Work_Sans__WorkSans[wght].ttf,"{""background"": ""light"", ""blur_radius"": null, ""font_size"": 31, ""jpeg_quality"": null, ""letter_spacing_px"": 0, ""rotation_degrees"": -1.186}",42320350,0
data/processed/fontsense_preview/images/validation/sans_serif/Work_Sans/Work_Sans_01.png,Work Sans,sans_serif,validation,Smart Layout,data/raw/fonts/google_fonts/sans_serif/Work_Sans__WorkSans[wght].ttf,"{""background"": ""light"", ""blur_radius"": null, ""font_size"": 28, ""jpeg_quality"": null, ""letter_spacing_px"": 1, ""rotation_degrees"": -1.085}",42320351,1
data/processed/fontsense_preview/images/test/sans_serif/Open_Sans/Open_Sans_00.png,Open Sans,sans_serif,test,Smart Layout,"data/raw/fonts/google_fonts/sans_serif/Open_Sans__OpenSans[wdth,wght].ttf","{""background"": ""light"", ""blur_radius"": null, ""font_size"": 30, ""jpeg_quality"": 86, ""letter_spacing_px"": 1, ""rotation_degrees"": 0.267}",42330357,0
data/processed/fontsense_preview/images/test/sans_serif/Open_Sans/Open_Sans_01.png,Open Sans,sans_serif,test,Daily Notes,"data/raw/fonts/google_fonts/sans_serif/Open_Sans__OpenSans[wdth,wght].ttf","{""background"": ""light"", ""blur_radius"": null, ""font_size"": 34, ""jpeg_quality"": null, ""letter_spacing_px"": 2, ""rotation_degrees"": 0.953}",42330358,1
data/processed/fontsense_preview/images/test/sans_serif/Oxygen/Oxygen_00.png,Oxygen,sans_serif,test,Hello World,data/raw/fonts/google_fonts/sans_serif/Oxygen__Oxygen-Regular.ttf,"{""background"": ""light"", ""blur_radius"": null, ""font_size"": 33, ""jpeg_quality"": null, ""letter_spacing_px"": 2, ""rotation_degrees"": -1.242}",42340364,0
data/processed/fontsense_preview/images/test/sans_serif/Oxygen/Oxygen_01.png,Oxygen,sans_serif,test,Simple Text,data/raw/fonts/google_fonts/sans_serif/Oxygen__Oxygen-Regular.ttf,"{""background"": ""light"", ""blur_radius"": null, ""font_size"": 36, ""jpeg_quality"": 84, ""letter_spacing_px"": 1, ""rotation_degrees"": 0.095}",42340365,1
data/processed/fontsense_preview/images/test/sans_serif/Raleway/Raleway_00.png,Raleway,sans_serif,test,Font Sense,data/raw/fonts/google_fonts/sans_serif/Raleway__Raleway[wght].ttf,"{""background"": ""light"", ""blur_radius"": null, ""font_size"": 35, ""jpeg_quality"": null, ""letter_spacing_px"": 2, ""rotation_degrees"": -0.409}",42350371,0
data/processed/fontsense_preview/images/test/sans_serif/Raleway/Raleway_01.png,Raleway,sans_serif,test,Creative Work,data/raw/fonts/google_fonts/sans_serif/Raleway__Raleway[wght].ttf,"{""background"": ""dark"", ""blur_radius"": null, ""font_size"": 28, ""jpeg_quality"": null, ""letter_spacing_px"": 1, ""rotation_degrees"": -0.35}",42350372,1
data/processed/fontsense_preview/images/train/display/Bebas_Neue/Bebas_Neue_00.png,Bebas Neue,display,train,Daily Notes,data/raw/fonts/google_fonts/display/Bebas_Neue__BebasNeue-Regular.ttf,"{""background"": ""light"", ""blur_radius"": null, ""font_size"": 33, ""jpeg_quality"": null, ""letter_spacing_px"": 2, ""rotation_degrees"": 1.324}",42360378,0
data/processed/fontsense_preview/images/train/display/Bebas_Neue/Bebas_Neue_01.png,Bebas Neue,display,train,Modern Type,data/raw/fonts/google_fonts/display/Bebas_Neue__BebasNeue-Regular.ttf,"{""background"": ""dark"", ""blur_radius"": 0.185, ""font_size"": 36, ""jpeg_quality"": null, ""letter_spacing_px"": 1, ""rotation_degrees"": 1.499}",42360379,1
data/processed/fontsense_preview/images/train/display/Bowlby_One_SC/Bowlby_One_SC_00.png,Bowlby One SC,display,train,Creative Work,data/raw/fonts/google_fonts/display/Bowlby_One_SC__BowlbyOneSC-Regular.ttf,"{""background"": ""light"", ""blur_radius"": null, ""font_size"": 24, ""jpeg_quality"": 87, ""letter_spacing_px"": 0, ""rotation_degrees"": 0.091}",42370385,0
