image_path,relative_image_path,family,category,split,text,source_font_path,seed,predicted_category,confidence,uncertain,inference_ms
data/processed/fontsense_system/images/test/sans_serif/Lato/Lato_0012.png,images/test/sans_serif/Lato/Lato_0012.png,Lato,sans_serif,test,Future Vision,Lato-Regular.ttf,42360390,display,0.7359649011203582,False,1.674118999744678
data/processed/fontsense_system/images/test/handwriting/Comic_Neue/Comic_Neue_0007.png,images/test/handwriting/Comic_Neue/Comic_Neue_0007.png,Comic Neue,handwriting,test,Editorial Layout,ComicNeue-Regular.otf,42180259,sans_serif,0.7156222448906703,False,1.749077000113175
data/processed/fontsense_system/images/test/monospace/Go_Mono/Go_Mono_0000.png,images/test/monospace/Go_Mono/Go_Mono_0000.png,Go Mono,monospace,test,Shape and Space,Go-Mono.ttf,42270315,serif,0.692660193562802,False,1.5577160002067103
data/processed/fontsense_system/images/test/serif/Charis_SIL/Charis_SIL_0005.png,images/test/serif/Charis_SIL/Charis_SIL_0005.png,Charis SIL,serif,test,FontSense,CharisSIL-Regular.ttf,42450446,display,0.6924064443298268,False,1.67376100034744
data/processed/fontsense_system/images/test/display/Linux_Libertine_Display_O/Linux_Libertine_Display_O_0004.png,images/test/display/Linux_Libertine_Display_O/Linux_Libertine_Display_O_0004.png,Linux Libertine Display O,display,test,Hello World,LinLibertine_DR.otf,42080186,serif,0.6817397524099973,False,2.1408340003290505
data/processed/fontsense_system/images/test/sans_serif/Cantarell/Cantarell_0009.png,images/test/sans_serif/Cantarell/Cantarell_0009.png,Cantarell,sans_serif,test,Type Matters,Cantarell-VF.otf,42370394,display,0.6793827331543348,False,1.652896999985387
data/processed/fontsense_system/images/test/handwriting/Comic_Neue/Comic_Neue_0003.png,images/test/handwriting/Comic_Neue/Comic_Neue_0003.png,Comic Neue,handwriting,test,Creative Studio,ComicNeue-Regular.otf,42180255,sans_serif,0.6684375032583139,False,1.9202040002710417
data/processed/fontsense_system/images/test/handwriting/Comic_Neue/Comic_Neue_0018.png,images/test/handwriting/Comic_Neue/Comic_Neue_0018.png,Comic Neue,handwriting,test,Design System,ComicNeue-Regular.otf,42180270,sans_serif,0.6672961274308123,False,1.6886769999473472
data/processed/fontsense_system/images/test/display/Baekmuk_Headline/Baekmuk_Headline_0017.png,images/test/display/Baekmuk_Headline/Baekmuk_Headline_0017.png,Baekmuk Headline,display,test,Typography,hline.ttf,42090206,sans_serif,0.6652191724357297,False,1.5907609999885608
data/processed/fontsense_system/images/test/sans_serif/Lato/Lato_0006.png,images/test/sans_serif/Lato/Lato_0006.png,Lato,sans_serif,test,Typography,Lato-Regular.ttf,42360384,display,0.6518421718079147,False,1.654195999890362
data/processed/fontsense_system/images/test/sans_serif/Cantarell/Cantarell_0018.png,images/test/sans_serif/Cantarell/Cantarell_0018.png,Cantarell,sans_serif,test,Brand Identity,Cantarell-VF.otf,42370403,serif,0.6347393927228635,False,1.6798940000626317
data/processed/fontsense_system/images/test/sans_serif/Lato/Lato_0005.png,images/test/sans_serif/Lato/Lato_0005.png,Lato,sans_serif,test,Design System,Lato-Regular.ttf,42360383,display,0.6119218381240664,False,1.814978000311385
data/processed/fontsense_system/images/test/handwriting/Comic_Neue/Comic_Neue_0009.png,images/test/handwriting/Comic_Neue/Comic_Neue_0009.png,Comic Neue,handwriting,test,Digital Poster,ComicNeue-Regular.otf,42180261,sans_serif,0.6114929771257206,False,1.8241519996990971
data/processed/fontsense_system/images/test/display/Linux_Libertine_Display_O/Linux_Libertine_Display_O_0001.png,images/test/display/Linux_Libertine_Display_O/Linux_Libertine_Display_O_0001.png,Linux Libertine Display O,display,test,Brand Identity,LinLibertine_DR.otf,42080183,serif,0.6055465259092366,False,1.9306180001876785
data/processed/fontsense_system/images/test/monospace/Go_Mono/Go_Mono_0002.png,images/test/monospace/Go_Mono/Go_Mono_0002.png,Go Mono,monospace,test,Typography,Go-Mono.ttf,42270317,handwriting,0.598589500959141,False,1.7166059997180128
data/processed/fontsense_system/images/test/display/Baekmuk_Headline/Baekmuk_Headline_0007.png,images/test/display/Baekmuk_Headline/Baekmuk_Headline_0007.png,Baekmuk Headline,display,test,Visual Culture,hline.ttf,42090196,sans_serif,0.5942171675833342,False,1.6650399998070498
data/processed/fontsense_system/images/test/serif/Charis_SIL/Charis_SIL_0002.png,images/test/serif/Charis_SIL/Charis_SIL_0002.png,Charis SIL,serif,test,Editorial Layout,CharisSIL-Regular.ttf,42450443,handwriting,0.589370235946942,False,1.80007500011925
data/processed/fontsense_system/images/test/monospace/Go_Mono/Go_Mono_0012.png,images/test/monospace/Go_Mono/Go_Mono_0012.png,Go Mono,monospace,test,Digital Poster,Go-Mono.ttf,42270327,handwriting,0.5705830623768074,False,1.723256000332185
data/processed/fontsense_system/images/test/display/Linux_Libertine_Display_O/Linux_Libertine_Display_O_0003.png,images/test/display/Linux_Libertine_Display_O/Linux_Libertine_Display_O_0003.png,Linux Libertine Display O,display,test,Type Matters,LinLibertine_DR.otf,42080185,serif,0.563410686622464,False,1.9558170001801043
data/processed/fontsense_system/images/test/display/Linux_Libertine_Display_O/Linux_Libertine_Display_O_0011.png,images/test/display/Linux_Libertine_Display_O/Linux_Libertine_Display_O_0011.png,Linux Libertine Display O,display,test,Editorial Layout,LinLibertine_DR.otf,42080193,sans_serif,0.5581975835787216,False,1.643476000026567
data/processed/fontsense_system/images/test/display/Linux_Libertine_Display_O/Linux_Libertine_Display_O_0005.png,images/test/display/Linux_Libertine_Display_O/Linux_Libertine_Display_O_0005.png,Linux Libertine Display O,display,test,Shape and Space,LinLibertine_DR.otf,42080187,serif,0.5549629451150146,False,1.752134000071237
data/processed/fontsense_system/images/test/handwriting/Comic_Neue/Comic_Neue_0006.png,images/test/handwriting/Comic_Neue/Comic_Neue_0006.png,Comic Neue,handwriting,test,Shape and Space,ComicNeue-Regular.otf,42180258,monospace,0.551924904781507,False,1.79948700042587
data/processed/fontsense_system/images/test/sans_serif/Cantarell/Cantarell_0012.png,images/test/sans_serif/Cantarell/Cantarell_0012.png,Cantarell,sans_serif,test,Type Matters,Cantarell-VF.otf,42370397,display,0.5485953804389766,True,1.6120180002872075
data/processed/fontsense_system/images/test/serif/Charis_SIL/Charis_SIL_0009.png,images/test/serif/Charis_SIL/Charis_SIL_0009.png,Charis SIL,serif,test,Design System,CharisSIL-Regular.ttf,42450450,monospace,0.5475151343193324,True,1.6645460000290768
data/processed/fontsense_system/images/test/handwriting/Comic_Neue/Comic_Neue_0004.png,images/test/handwriting/Comic_Neue/Comic_Neue_0004.png,Comic Neue,handwriting,test,Creative Studio,ComicNeue-Regular.otf,42180256,sans_serif,0.5464305288941913,True,1.99532700025884
data/processed/fontsense_system/images/test/sans_serif/Cantarell/Cantarell_0011.png,images/test/sans_serif/Cantarell/Cantarell_0011.png,Cantarell,sans_serif,test,FontSense,Cantarell-VF.otf,42370396,display,0.5463776284955673,True,1.6691230002834343
data/processed/fontsense_system/images/test/display/Baekmuk_Headline/Baekmuk_Headline_0015.png,images/test/display/Baekmuk_Headline/Baekmuk_Headline_0015.png,Baekmuk Headline,display,test,Typography,hline.ttf,42090204,sans_serif,0.5452698686340316,True,1.889822000066488
data/processed/fontsense_system/images/test/display/Baekmuk_Headline/Baekmuk_Headline_0013.png,images/test/display/Baekmuk_Headline/Baekmuk_Headline_0013.png,Baekmuk Headline,display,test,Creative Studio,hline.ttf,42090202,monospace,0.5444909588402208,True,1.7811379998420307
data/processed/fontsense_system/images/test/serif/Charis_SIL/Charis_SIL_0011.png,images/test/serif/Charis_SIL/Charis_SIL_0011.png,Charis SIL,serif,test,Creative Studio,CharisSIL-Regular.ttf,42450452,display,0.5279537887772773,True,1.6656329999023
data/processed/fontsense_system/images/test/sans_serif/Lato/Lato_0004.png,images/test/sans_serif/Lato/Lato_0004.png,Lato,sans_serif,test,FontSense,Lato-Regular.ttf,42360382,display,0.524216768517641,True,1.7563930000505934
data/processed/fontsense_system/images/test/handwriting/Comic_Neue/Comic_Neue_0012.png,images/test/handwriting/Comic_Neue/Comic_Neue_0012.png,Comic Neue,handwriting,test,Type Matters,ComicNeue-Regular.otf,42180264,display,0.5237149654516468,True,1.6296600001624029
data/processed/fontsense_system/images/test/display/Linux_Libertine_Display_O/Linux_Libertine_Display_O_0013.png,images/test/display/Linux_Libertine_Display_O/Linux_Libertine_Display_O_0013.png,Linux Libertine Display O,display,test,Beautiful Letters,LinLibertine_DR.otf,42080195,serif,0.5228613399819959,True,1.7048350000550272
data/processed/fontsense_system/images/test/display/Linux_Libertine_Display_O/Linux_Libertine_Display_O_0000.png,images/test/display/Linux_Libertine_Display_O/Linux_Libertine_Display_O_0000.png,Linux Libertine Display O,display,test,FontSense,LinLibertine_DR.otf,42080182,serif,0.5139611205765959,True,2.2926960000404506
data/processed/fontsense_system/images/test/handwriting/Comic_Neue/Comic_Neue_0019.png,images/test/handwriting/Comic_Neue/Comic_Neue_0019.png,Comic Neue,handwriting,test,Typography,ComicNeue-Regular.otf,42180271,display,0.5038910665586429,True,2.0094490000701626
data/processed/fontsense_system/images/test/handwriting/Comic_Neue/Comic_Neue_0000.png,images/test/handwriting/Comic_Neue/Comic_Neue_0000.png,Comic Neue,handwriting,test,FontSense,ComicNeue-Regular.otf,42180252,display,0.4973403083006779,True,1.6332549998878676
data/processed/fontsense_system/images/test/display/Linux_Libertine_Display_O/Linux_Libertine_Display_O_0002.png,images/test/display/Linux_Libertine_Display_O/Linux_Libertine_Display_O_0002.png,Linux Libertine Display O,display,test,Design System,LinLibertine_DR.otf,42080184,serif,0.4928860895316829,True,1.696390000233805
data/processed/fontsense_system/images/test/handwriting/Comic_Neue/Comic_Neue_0017.png,images/test/handwriting/Comic_Neue/Comic_Neue_0017.png,Comic Neue,handwriting,test,Creative Studio,ComicNeue-Regular.otf,42180269,serif,0.4927472910980157,True,1.5495729999202013
data/processed/fontsense_system/images/test/monospace/Go_Mono/Go_Mono_0011.png,images/test/monospace/Go_Mono/Go_Mono_0011.png,Go Mono,monospace,test,Modern Design,Go-Mono.ttf,42270326,handwriting,0.4917236455235904,True,1.7294960002800508
data/processed/fontsense_system/images/test/monospace/Go_Mono/Go_Mono_0005.png,images/test/monospace/Go_Mono/Go_Mono_0005.png,Go Mono,monospace,test,Visual Culture,Go-Mono.ttf,42270320,serif,0.4886983898937893,True,1.7789939997783222
data/processed/fontsense_system/images/test/display/Linux_Libertine_Display_O/Linux_Libertine_Display_O_0009.png,images/test/display/Linux_Libertine_Display_O/Linux_Libertine_Display_O_0009.png,Linux Libertine Display O,display,test,Brand Identity,LinLibertine_DR.otf,42080191,serif,0.4870291222356964,True,1.6152359999068722
data/processed/fontsense_system/images/test/serif/Charis_SIL/Charis_SIL_0016.png,images/test/serif/Charis_SIL/Charis_SIL_0016.png,Charis SIL,serif,test,Typography,CharisSIL-Regular.ttf,42450457,display,0.4856629614462492,True,1.804686000014044
data/processed/fontsense_system/images/test/sans_serif/Cantarell/Cantarell_0016.png,images/test/sans_serif/Cantarell/Cantarell_0016.png,Cantarell,sans_serif,test,Typography,Cantarell-VF.otf,42370401,monospace,0.479320200266569,True,1.9638349999695488
data/processed/fontsense_system/images/test/sans_serif/Cantarell/Cantarell_0000.png,images/test/sans_serif/Cantarell/Cantarell_0000.png,Cantarell,sans_serif,test,Editorial Layout,Cantarell-VF.otf,42370385,monospace,0.4780002631114744,True,1.7002049999064184
data/processed/fontsense_system/images/test/serif/Charis_SIL/Charis_SIL_0000.png,images/test/serif/Charis_SIL/Charis_SIL_0000.png,Charis SIL,serif,test,FontSense,CharisSIL-Regular.ttf,42450441,display,0.476588209686819,True,1.8236450000586049
data/processed/fontsense_system/images/test/display/Baekmuk_Headline/Baekmuk_Headline_0011.png,images/test/display/Baekmuk_Headline/Baekmuk_Headline_0011.png,Baekmuk Headline,display,test,Type Matters,hline.ttf,42090200,serif,0.4763296344630542,True,1.9188449996363488
data/processed/fontsense_system/images/test/sans_serif/Lato/Lato_0000.png,images/test/sans_serif/Lato/Lato_0000.png,Lato,sans_serif,test,Shape and Space,Lato-Regular.ttf,42360378,monospace,0.4743438744336958,True,1.5422129999933532
data/processed/fontsense_system/images/test/sans_serif/Lato/Lato_0007.png,images/test/sans_serif/Lato/Lato_0007.png,Lato,sans_serif,test,Editorial Layout,Lato-Regular.ttf,42360385,display,0.4728315359769013,True,1.7080319998967752
data/processed/fontsense_system/images/test/serif/Charis_SIL/Charis_SIL_0008.png,images/test/serif/Charis_SIL/Charis_SIL_0008.png,Charis SIL,serif,test,Graphic Form,CharisSIL-Regular.ttf,42450449,handwriting,0.4688697226507859,True,1.6238289999819244
data/processed/fontsense_system/images/test/display/Linux_Libertine_Display_O/Linux_Libertine_Display_O_0008.png,images/test/display/Linux_Libertine_Display_O/Linux_Libertine_Display_O_0008.png,Linux Libertine Display O,display,test,Creative Studio,LinLibertine_DR.otf,42080190,handwriting,0.4646952922090221,True,1.548216999708529
data/processed/fontsense_system/images/test/display/Baekmuk_Headline/Baekmuk_Headline_0003.png,images/test/display/Baekmuk_Headline/Baekmuk_Headline_0003.png,Baekmuk Headline,display,test,Graphic Form,hline.ttf,42090192,sans_serif,0.461143281717646,True,1.790013999652729
data/processed/fontsense_system/images/test/serif/Charis_SIL/Charis_SIL_0012.png,images/test/serif/Charis_SIL/Charis_SIL_0012.png,Charis SIL,serif,test,Editorial Layout,CharisSIL-Regular.ttf,42450453,handwriting,0.4558739663588522,True,1.6449539998575349
data/processed/fontsense_system/images/test/handwriting/Comic_Neue/Comic_Neue_0013.png,images/test/handwriting/Comic_Neue/Comic_Neue_0013.png,Comic Neue,handwriting,test,Visual Culture,ComicNeue-Regular.otf,42180265,sans_serif,0.4506556389559845,True,1.7828280001594976
data/processed/fontsense_system/images/test/sans_serif/Lato/Lato_0016.png,images/test/sans_serif/Lato/Lato_0016.png,Lato,sans_serif,test,Type Matters,Lato-Regular.ttf,42360394,display,0.4492676855527544,True,1.7086119996747584
data/processed/fontsense_system/images/test/monospace/Go_Mono/Go_Mono_0001.png,images/test/monospace/Go_Mono/Go_Mono_0001.png,Go Mono,monospace,test,FontSense,Go-Mono.ttf,42270316,sans_serif,0.4440073759299697,True,1.88819599998169
data/processed/fontsense_system/images/test/display/Baekmuk_Headline/Baekmuk_Headline_0004.png,images/test/display/Baekmuk_Headline/Baekmuk_Headline_0004.png,Baekmuk Headline,display,test,Creative Studio,hline.ttf,42090193,monospace,0.4415409607141745,True,1.7532320002828783
data/processed/fontsense_system/images/test/display/Linux_Libertine_Display_O/Linux_Libertine_Display_O_0006.png,images/test/display/Linux_Libertine_Display_O/Linux_Libertine_Display_O_0006.png,Linux Libertine Display O,display,test,Visual Culture,LinLibertine_DR.otf,42080188,sans_serif,0.4400265766372949,True,1.5999010001905845
data/processed/fontsense_system/images/test/display/Linux_Libertine_Display_O/Linux_Libertine_Display_O_0015.png,images/test/display/Linux_Libertine_Display_O/Linux_Libertine_Display_O_0015.png,Linux Libertine Display O,display,test,Future Vision,LinLibertine_DR.otf,42080197,serif,0.4384879424294463,True,1.593632000094658
data/processed/fontsense_system/images/test/display/Linux_Libertine_Display_O/Linux_Libertine_Display_O_0017.png,images/test/display/Linux_Libertine_Display_O/Linux_Libertine_Display_O_0017.png,Linux Libertine Display O,display,test,Brand Identity,LinLibertine_DR.otf,42080199,serif,0.4379365927626096,True,1.8814119998751264
data/processed/fontsense_system/images/test/sans_serif/Cantarell/Cantarell_0007.png,images/test/sans_serif/Cantarell/Cantarell_0007.png,Cantarell,sans_serif,test,Brand Identity,Cantarell-VF.otf,42370392,handwriting,0.4372582526694332,True,1.7287169998780882
data/processed/fontsense_system/images/test/sans_serif/Cantarell/Cantarell_0004.png,images/test/sans_serif/Cantarell/Cantarell_0004.png,Cantarell,sans_serif,test,Creative Studio,Cantarell-VF.otf,42370389,display,0.430737444362433,True,1.710899000045174
data/processed/fontsense_system/images/test/sans_serif/Lato/Lato_0008.png,images/test/sans_serif/Lato/Lato_0008.png,Lato,sans_serif,test,Shape and Space,Lato-Regular.ttf,42360386,monospace,0.4203803247366903,True,1.6967169999588805
data/processed/fontsense_system/images/test/handwriting/Comic_Neue/Comic_Neue_0011.png,images/test/handwriting/Comic_Neue/Comic_Neue_0011.png,Comic Neue,handwriting,test,Shape and Space,ComicNeue-Regular.otf,42180263,monospace,0.4142497528630836,True,1.789451000149711
data/processed/fontsense_system/images/test/sans_serif/Lato/Lato_0019.png,images/test/sans_serif/Lato/Lato_0019.png,Lato,sans_serif,test,Design System,Lato-Regular.ttf,42360397,serif,0.4134415695492633,True,1.6380749998461397
data/processed/fontsense_system/images/test/sans_serif/Lato/Lato_0002.png,images/test/sans_serif/Lato/Lato_0002.png,Lato,sans_serif,test,Digital Poster,Lato-Regular.ttf,42360380,monospace,0.4029152214512935,True,1.6108549998534727
data/processed/fontsense_system/images/test/handwriting/Comic_Neue/Comic_Neue_0005.png,images/test/handwriting/Comic_Neue/Comic_Neue_0005.png,Comic Neue,handwriting,test,Typography,ComicNeue-Regular.otf,42180257,display,0.3946943612100809,True,1.8096459998560024
data/processed/fontsense_system/images/test/sans_serif/Lato/Lato_0009.png,images/test/sans_serif/Lato/Lato_0009.png,Lato,sans_serif,test,Hello World,Lato-Regular.ttf,42360387,display,0.3919540085261585,True,1.7358000000058382
data/processed/fontsense_system/images/test/serif/Charis_SIL/Charis_SIL_0014.png,images/test/serif/Charis_SIL/Charis_SIL_0014.png,Charis SIL,serif,test,Beautiful Letters,CharisSIL-Regular.ttf,42450455,handwriting,0.3916025372877328,True,1.6803749999780848
data/processed/fontsense_system/images/test/sans_serif/Cantarell/Cantarell_0006.png,images/test/sans_serif/Cantarell/Cantarell_0006.png,Cantarell,sans_serif,test,Beautiful Letters,Cantarell-VF.otf,42370391,monospace,0.3875575365424221,True,1.823591000174929
data/processed/fontsense_system/images/test/display/Linux_Libertine_Display_O/Linux_Libertine_Display_O_0016.png,images/test/display/Linux_Libertine_Display_O/Linux_Libertine_Display_O_0016.png,Linux Libertine Display O,display,test,Shape and Space,LinLibertine_DR.otf,42080198,serif,0.3818373813354396,True,1.7828810000537487
data/processed/fontsense_system/images/test/handwriting/Comic_Neue/Comic_Neue_0002.png,images/test/handwriting/Comic_Neue/Comic_Neue_0002.png,Comic Neue,handwriting,test,Brand Identity,ComicNeue-Regular.otf,42180254,sans_serif,0.3796900248665321,True,1.7726910000419591
data/processed/fontsense_system/images/test/sans_serif/Lato/Lato_0017.png,images/test/sans_serif/Lato/Lato_0017.png,Lato,sans_serif,test,Hello World,Lato-Regular.ttf,42360395,handwriting,0.3640310994216513,True,1.7236740000043935
data/processed/fontsense_system/images/test/display/Linux_Libertine_Display_O/Linux_Libertine_Display_O_0014.png,images/test/display/Linux_Libertine_Display_O/Linux_Libertine_Display_O_0014.png,Linux Libertine Display O,display,test,Beautiful Letters,LinLibertine_DR.otf,42080196,handwriting,0.3603085363878932,True,1.6595440001765382
data/processed/fontsense_system/images/test/display/Baekmuk_Headline/Baekmuk_Headline_0018.png,images/test/display/Baekmuk_Headline/Baekmuk_Headline_0018.png,Baekmuk Headline,display,test,Digital Poster,hline.ttf,42090207,sans_serif,0.3525158743321286,True,1.7763310002010255
data/processed/fontsense_system/images/test/sans_serif/Cantarell/Cantarell_0010.png,images/test/sans_serif/Cantarell/Cantarell_0010.png,Cantarell,sans_serif,test,Typography,Cantarell-VF.otf,42370395,handwriting,0.3450318652685263,True,1.6478210000059337
data/processed/fontsense_system/images/test/display/Linux_Libertine_Display_O/Linux_Libertine_Display_O_0007.png,images/test/display/Linux_Libertine_Display_O/Linux_Libertine_Display_O_0007.png,Linux Libertine Display O,display,test,Typography,LinLibertine_DR.otf,42080189,sans_serif,0.3279490638548306,True,1.6959380000116653
data/processed/fontsense_system/images/test/sans_serif/Cantarell/Cantarell_0014.png,images/test/sans_serif/Cantarell/Cantarell_0014.png,Cantarell,sans_serif,test,Shape and Space,Cantarell-VF.otf,42370399,monospace,0.312340972081977,True,2.2509750001518114
