image_path,relative_image_path,family,category,split,text,source_font_path,seed
data/processed/fontsense_system/images/train/display/EB_Garamond_Initials/EB_Garamond_Initials_0010.png,images/train/display/EB_Garamond_Initials/EB_Garamond_Initials_0010.png,EB Garamond Initials,display,train,Typography,EBGaramond-Initials.otf,42000136
data/processed/fontsense_system/images/train/display/EB_Garamond_Initials/EB_Garamond_Initials_0011.png,images/train/display/EB_Garamond_Initials/EB_Garamond_Initials_0011.png,EB Garamond Initials,display,train,Design System,EBGaramond-Initials.otf,42000137
data/processed/fontsense_system/images/train/display/EB_Garamond_Initials/EB_Garamond_Initials_0012.png,images/train/display/EB_Garamond_Initials/EB_Garamond_Initials_0012.png,EB Garamond Initials,display,train,Hello World,EBGaramond-Initials.otf,42000138
data/processed/fontsense_system/images/train/display/EB_Garamond_Initials/EB_Garamond_Initials_0013.png,images/train/display/EB_Garamond_Initials/EB_Garamond_Initials_0013.png,EB Garamond Initials,display,train,FontSense,EBGaramond-Initials.otf,42000139
data/processed/fontsense_system/images/train/display/EB_Garamond_Initials/EB_Garamond_Initials_0014.png,images/train/display/EB_Garamond_Initials/EB_Garamond_Initials_0014.png,EB Garamond Initials,display,train,Design System,EBGaramond-Initials.otf,42000140
data/processed/fontsense_system/images/train/display/EB_Garamond_Initials/EB_Garamond_Initials_0015.png,images/train/display/EB_Garamond_Initials/EB_Garamond_Initials_0015.png,EB Garamond Initials,display,train,Editorial Layout,EBGaramond-Initials.otf,42000141
data/processed/fontsense_system/images/train/display/EB_Garamond_Initials/EB_Garamond_Initials_0016.png,images/train/display/EB_Garamond_Initials/EB_Garamond_Initials_0016.png,EB Garamond Initials,display,train,Hello World,EBGaramond-Initials.otf,42000142
data/processed/fontsense_system/images/train/display/EB_Garamond_Initials/EB_Garamond_Initials_0017.png,images/train/display/EB_Garamond_Initials/EB_Garamond_Initials_0017.png,EB Garamond Initials,display,train,FontSense,EBGaramond-Initials.otf,42000143
data/processed/fontsense_system/images/train/display/EB_Garamond_Initials/EB_Garamond_Initials_0018.png,images/train/display/EB_Garamond_Initials/EB_Garamond_Initials_0018.png,EB Garamond Initials,display,train,FontSense,EBGaramond-Initials.otf,42000144
data/processed/fontsense_system/images/train/display/EB_Garamond_Initials/EB_Garamond_Initials_0019.png,images/train/display/EB_Garamond_Initials/EB_Garamond_Initials_0019.png,EB Garamond Initials,display,train,Visual Culture,EBGaramond-Initials.otf,42000145
data/processed/fontsense_system/images/train/display/GFS_Porson/GFS_Porson_0000.png,images/train/display/GFS_Porson/GFS_Porson_0000.png,GFS Porson,display,train,Design System,GFSPorson.otf,42010133
data/processed/fontsense_system/images/train/display/GFS_Porson/GFS_Porson_0001.png,images/train/display/GFS_Porson/GFS_Porson_0001.png,GFS Porson,display,train,Hello World,GFSPorson.otf,42010134
data/processed/fontsense_system/images/train/display/GFS_Porson/GFS_Porson_0002.png,images/train/display/GFS_Porson/GFS_Porson_0002.png,GFS Porson,display,train,Beautiful Letters,GFSPorson.otf,42010135
data/processed/fontsense_system/images/train/display/GFS_Porson/GFS_Porson_0003.png,images/train/display/GFS_Porson/GFS_Porson_0003.png,GFS Porson,display,train,Editorial Layout,GFSPorson.otf,42010136
data/processed/fontsense_system/images/train/display/GFS_Porson/GFS_Porson_0004.png,images/train/display/GFS_Porson/GFS_Porson_0004.png,GFS Porson,display,train,Digital Poster,GFSPorson.otf,42010137
data/processed/fontsense_system/images/train/display/GFS_Porson/GFS_Porson_0005.png,images/train/display/GFS_Porson/GFS_Porson_0005.png,GFS Porson,display,train,Modern Design,GFSPorson.otf,42010138
data/processed/fontsense_system/images/train/display/GFS_Porson/GFS_Porson_0006.png,images/train/display/GFS_Porson/GFS_Porson_0006.png,GFS Porson,display,train,Creative Studio,GFSPorson.otf,42010139
data/processed/fontsense_system/images/train/display/GFS_Porson/GFS_Porson_0007.png,images/train/display/GFS_Porson/GFS_Porson_0007.png,GFS Porson,display,train,Typography,GFSPorson.otf,42010140
data/processed/fontsense_system/images/train/display/GFS_Porson/GFS_Porson_0008.png,images/train/display/GFS_Porson/GFS_Porson_0008.png,GFS Porson,display,train,Editorial Layout,GFSPorson.otf,42010141
data/processed/fontsense_system/images/train/display/GFS_Porson/GFS_Porson_0009.png,images/train/display/GFS_Porson/GFS_Porson_0009.png,GFS Porson,display,train,Beautiful Letters,GFSPorson.otf,42010142
data/processed/fontsense_system/images/train/display/GFS_Porson/GFS_Porson_0010.png,images/train/display/GFS_Porson/GFS_Porson_0010.png,GFS Porson,display,train,Design System,GFSPorson.otf,42010143
data/processed/fontsense_system/images/train/display/GFS_Porson/GFS_Porson_0011.png,images/train/display/GFS_Porson/GFS_Porson_0011.png,GFS Porson,display,train,Modern Design,GFSPorson.otf,42010144
data/processed/fontsense_system/images/train/display/GFS_Porson/GFS_Porson_0012.png,images/train/display/GFS_Porson/GFS_Porson_0012.png,GFS Porson,display,train,FontSense,GFSPorson.otf,42010145
data/processed/fontsense_system/images/train/display/GFS_Porson/GFS_Porson_0013.png,images/train/display/GFS_Porson/GFS_Porson_0013.png,GFS Porson,display,train,Future Vision,GFSPorson.otf,42010146
data/processed/fontsense_system/images/train/display/GFS_Porson/GFS_Porson_0014.png,images/train/display/GFS_Porson/GFS_Porson_0014.png,GFS Porson,display,train,Digital Poster,GFSPorson.otf,42010147
data/processed/fontsense_system/images/train/display/GFS_Porson/GFS_Porson_0015.png,images/train/display/GFS_Porson/GFS_Porson_0015.png,GFS Porson,display,train,Digital Poster,GFSPorson.otf,42010148
data/processed/fontsense_system/images/train/display/GFS_Porson/GFS_Porson_0016.png,images/train/display/GFS_Porson/GFS_Porson_0016.png,GFS Porson,display,train,Future Vision,GFSPorson.otf,42010149
data/processed/fontsense_system/images/train/display/GFS_Porson/GFS_Porson_0017.png,images/train/display/GFS_Porson/GFS_Porson_0017.png,GFS Porson,display,train,Visual Culture,GFSPorson.otf,42010150
data/processed/fontsense_system/images/train/display/GFS_Porson/GFS_Porson_0018.png,images/train/display/GFS_Porson/GFS_Porson_0018.png,GFS Porson,display,train,Future Vision,GFSPorson.otf,42010151
data/processed/fontsense_system/images/train/display/GFS_Porson/GFS_Porson_0019.png,images/train/display/GFS_Porson/GFS_Porson_0019.png,GFS Porson,display,train,Visual Culture,GFSPorson.otf,42010152
data/processed/fontsense_system/images/train/display/GFS_Solomos/GFS_Solomos_0000.png,images/train/display/GFS_Solomos/GFS_Solomos_0000.png,GFS Solomos,display,train,Brand Identity,GFSSolomos.otf,42020140
data/processed/fontsense_system/images/train/display/GFS_Solomos/GFS_Solomos_0001.png,images/train/display/GFS_Solomos/GFS_Solomos_0001.png,GFS Solomos,display,train,Future Vision,GFSSolomos.otf,42020141
data/processed/fontsense_system/images/train/display/GFS_Solomos/GFS_Solomos_0002.png,images/train/display/GFS_Solomos/GFS_Solomos_0002.png,GFS Solomos,display,train,Modern Design,GFSSolomos.otf,42020142
data/processed/fontsense_system/images/train/display/GFS_Solomos/GFS_Solomos_0003.png,images/train/display/GFS_Solomos/GFS_Solomos_0003.png,GFS Solomos,display,train,Visual Culture,GFSSolomos.otf,42020143
data/processed/fontsense_system/images/train/display/GFS_Solomos/GFS_Solomos_0004.png,images/train/display/GFS_Solomos/GFS_Solomos_0004.png,GFS Solomos,display,train,Type Matters,GFSSolomos.otf,42020144
data/processed/fontsense_system/images/train/display/GFS_Solomos/GFS_Solomos_0005.png,images/train/display/GFS_Solomos/GFS_Solomos_0005.png,GFS Solomos,display,train,Typography,GFSSolomos.otf,42020145
data/processed/fontsense_system/images/train/display/GFS_Solomos/GFS_Solomos_0006.png,images/train/display/GFS_Solomos/GFS_Solomos_0006.png,GFS Solomos,display,train,Typography,GFSSolomos.otf,42020146
data/processed/fontsense_system/images/train/display/GFS_Solomos/GFS_Solomos_0007.png,images/train/display/GFS_Solomos/GFS_Solomos_0007.png,GFS Solomos,display,train,Brand Identity,GFSSolomos.otf,42020147
data/processed/fontsense_system/images/train/display/GFS_Solomos/GFS_Solomos_0008.png,images/train/display/GFS_Solomos/GFS_Solomos_0008.png,GFS Solomos,display,train,Visual Culture,GFSSolomos.otf,42020148
data/processed/fontsense_system/images/train/display/GFS_Solomos/GFS_Solomos_0009.png,images/train/display/GFS_Solomos/GFS_Solomos_0009.png,GFS Solomos,display,train,Editorial Layout,GFSSolomos.otf,42020149
data/processed/fontsense_system/images/train/display/GFS_Solomos/GFS_Solomos_0010.png,images/train/display/GFS_Solomos/GFS_Solomos_0010.png,GFS Solomos,display,train,Typography,GFSSolomos.otf,42020150
data/processed/fontsense_system/images/train/display/GFS_Solomos/GFS_Solomos_0011.png,images/train/display/GFS_Solomos/GFS_Solomos_0011.png,GFS Solomos,display,train,Type Matters,GFSSolomos.otf,42020151
data/processed/fontsense_system/images/train/display/GFS_Solomos/GFS_Solomos_0012.png,images/train/display/GFS_Solomos/GFS_Solomos_0012.png,GFS Solomos,display,train,Visual Culture,GFSSolomos.otf,42020152
data/processed/fontsense_system/images/train/display/GFS_Solomos/GFS_Solomos_0013.png,images/train/display/GFS_Solomos/GFS_Solomos_0013.png,GFS Solomos,display,train,Brand Identity,GFSSolomos.otf,42020153
data/processed/fontsense_system/images/train/display/GFS_Solomos/GFS_Solomos_0014.png,images/train/display/GFS_Solomos/GFS_Solomos_0014.png,GFS Solomos,display,train,Graphic Form,GFSSolomos.otf,42020154
data/processed/fontsense_system/images/train/display/GFS_Solomos/GFS_Solomos_0015.png,images/train/display/GFS_Solomos/GFS_Solomos_0015.png,GFS Solomos,display,train,Beautiful Letters,GFSSolomos.otf,42020155
data/processed/fontsense_system/images/train/display/GFS_Solomos/GFS_Solomos_0016.png,images/train/display/GFS_Solomos/GFS_Solomos_0016.png,GFS Solomos,display,train,Future Vision,GFSSolomos.otf,42020156
data/processed/fontsense_system/images/train/display/GFS_Solomos/GFS_Solomos_0017.png,images/train/display/GFS_Solomos/GFS_Solomos_0017.png,GFS Solomos,display,train,FontSense,GFSSolomos.otf,42020157
data/processed/fontsense_system/images/train/display/GFS_Solomos/GFS_Solomos_0018.png,images/train/display/GFS_Solomos/GFS_Solomos_0018.png,GFS Solomos,display,train,Shape and Space,GFSSolomos.otf,42020158
data/processed/fontsense_system/images/train/display/GFS_Solomos/GFS_Solomos_0019.png,images/train/display/GFS_Solomos/GFS_Solomos_0019.png,GFS Solomos,display,train,Graphic Form,GFSSolomos.otf,42020159
data/processed/fontsense_system/images/train/display/Inter_Display/Inter_Display_0000.png,images/train/display/Inter_Display/Inter_Display_0000.png,Inter Display,display,train,Beautiful Letters,InterDisplay-Regular.otf,42030147
data/processed/fontsense_system/images/train/display/Inter_Display/Inter_Display_0001.png,images/train/display/Inter_Display/Inter_Display_0001.png,Inter Display,display,train,Hello World,InterDisplay-Regular.otf,42030148
data/processed/fontsense_system/images/train/display/Inter_Display/Inter_Display_0002.png,images/train/display/Inter_Display/Inter_Display_0002.png,Inter Display,display,train,Creative Studio,InterDisplay-Regular.otf,42030149
data/processed/fontsense_system/images/train/display/Inter_Display/Inter_Display_0003.png,images/train/display/Inter_Display/Inter_Display_0003.png,Inter Display,display,train,Hello World,InterDisplay-Regular.otf,42030150
data/processed/fontsense_system/images/train/display/Inter_Display/Inter_Display_0004.png,images/train/display/Inter_Display/Inter_Display_0004.png,Inter Display,display,train,Editorial Layout,InterDisplay-Regular.otf,42030151
data/processed/fontsense_system/images/train/display/Inter_Display/Inter_Display_0005.png,images/train/display/Inter_Display/Inter_Display_0005.png,Inter Display,display,train,Type Matters,InterDisplay-Regular.otf,42030152
data/processed/fontsense_system/images/train/display/Inter_Display/Inter_Display_0006.png,images/train/display/Inter_Display/Inter_Display_0006.png,Inter Display,display,train,FontSense,InterDisplay-Regular.otf,42030153
data/processed/fontsense_system/images/train/display/Inter_Display/Inter_Display_0007.png,images/train/display/Inter_Display/Inter_Display_0007.png,Inter Display,display,train,Future Vision,InterDisplay-Regular.otf,42030154
data/processed/fontsense_system/images/train/display/Inter_Display/Inter_Display_0008.png,images/train/display/Inter_Display/Inter_Display_0008.png,Inter Display,display,train,Future Vision,InterDisplay-Regular.otf,42030155
data/processed/fontsense_system/images/train/display/Inter_Display/Inter_Display_0009.png,images/train/display/Inter_Display/Inter_Display_0009.png,Inter Display,display,train,Future Vision,InterDisplay-Regular.otf,42030156
data/processed/fontsense_system/images/train/display/Inter_Display/Inter_Display_0010.png,images/train/display/Inter_Display/Inter_Display_0010.png,Inter Display,display,train,Design System,InterDisplay-Regular.otf,42030157
data/processed/fontsense_system/images/train/display/Inter_Display/Inter_Display_0011.png,images/train/display/Inter_Display/Inter_Display_0011.png,Inter Display,display,train,Digital Poster,InterDisplay-Regular.otf,42030158
data/processed/fontsense_system/images/train/display/Inter_Display/Inter_Display_0012.png,images/train/display/Inter_Display/Inter_Display_0012.png,Inter Display,display,train,Hello World,InterDisplay-Regular.otf,42030159
data/processed/fontsense_system/images/train/display/Inter_Display/Inter_Display_0013.png,images/train/display/Inter_Display/Inter_Display_0013.png,Inter Display,display,train,Modern Design,InterDisplay-Regular.otf,42030160
data/processed/fontsense_system/images/train/display/Inter_Display/Inter_Display_0014.png,images/train/display/Inter_Display/Inter_Display_0014.png,Inter Display,display,train,Modern Design,InterDisplay-Regular.otf,42030161
data/processed/fontsense_system/images/train/display/Inter_Display/Inter_Display_0015.png,images/train/display/Inter_Display/Inter_Display_0015.png,Inter Display,display,train,Future Vision,InterDisplay-Regular.otf,42030162
data/processed/fontsense_system/images/train/display/Inter_Display/Inter_Display_0016.png,images/train/display/Inter_Display/Inter_Display_0016.png,Inter Display,display,train,Brand Identity,InterDisplay-Regular.otf,42030163
data/processed/fontsense_system/images/train/display/Inter_Display/Inter_Display_0017.png,images/train/display/Inter_Display/Inter_Display_0017.png,Inter Display,display,train,Typography,InterDisplay-Regular.otf,42030164
data/processed/fontsense_system/images/train/display/Inter_Display/Inter_Display_0018.png,images/train/display/Inter_Display/Inter_Display_0018.png,Inter Display,display,train,Brand Identity,InterDisplay-Regular.otf,42030165
data/processed/fontsense_system/images/train/display/Inter_Display/Inter_Display_0019.png,images/train/display/Inter_Display/Inter_Display_0019.png,Inter Display,display,train,Hello World,InterDisplay-Regular.otf,42030166
data/processed/fontsense_system/images/train/display/Comfortaa/Comfortaa_0000.png,images/train/display/Comfortaa/Comfortaa_0000.png,Comfortaa,display,train,FontSense,Comfortaa-Regular.ttf,42040154
data/processed/fontsense_system/images/train/display/Comfortaa/Comfortaa_0001.png,images/train/display/Comfortaa/Comfortaa_0001.png,Comfortaa,display,train,Design System,Comfortaa-Regular.ttf,42040155
data/processed/fontsense_system/images/train/display/Comfortaa/Comfortaa_0002.png,images/train/display/Comfortaa/Comfortaa_0002.png,Comfortaa,display,train,Digital Poster,Comfortaa-Regular.ttf,42040156
data/processed/fontsense_system/images/train/display/Comfortaa/Comfortaa_0003.png,images/train/display/Comfortaa/Comfortaa_0003.png,Comfortaa,display,train,FontSense,Comfortaa-Regular.ttf,42040157
data/processed/fontsense_system/images/train/display/Comfortaa/Comfortaa_0004.png,images/train/display/Comfortaa/Comfortaa_0004.png,Comfortaa,display,train,Shape and Space,Comfortaa-Regular.ttf,42040158
data/processed/fontsense_system/images/train/display/Comfortaa/Comfortaa_0005.png,images/train/display/Comfortaa/Comfortaa_0005.png,Comfortaa,display,train,Design System,Comfortaa-Regular.ttf,42040159
data/processed/fontsense_system/images/train/display/Comfortaa/Comfortaa_0006.png,images/train/display/Comfortaa/Comfortaa_0006.png,Comfortaa,display,train,Shape and Space,Comfortaa-Regular.ttf,42040160
data/processed/fontsense_system/images/train/display/Comfortaa/Comfortaa_0007.png,images/train/display/Comfortaa/Comfortaa_0007.png,Comfortaa,display,train,Creative Studio,Comfortaa-Regular.ttf,42040161
data/processed/fontsense_system/images/train/display/Comfortaa/Comfortaa_0008.png,images/train/display/Comfortaa/Comfortaa_0008.png,Comfortaa,display,train,Hello World,Comfortaa-Regular.ttf,42040162
data/processed/fontsense_system/images/train/display/Comfortaa/Comfortaa_0009.png,images/train/display/Comfortaa/Comfortaa_0009.png,Comfortaa,display,train,Shape and Space,Comfortaa-Regular.ttf,42040163
data/processed/fontsense_system/images/train/display/Comfortaa/Comfortaa_0010.png,images/train/display/Comfortaa/Comfortaa_0010.png,Comfortaa,display,train,Type Matters,Comfortaa-Regular.ttf,42040164
data/processed/fontsense_system/images/train/display/Comfortaa/Comfortaa_0011.png,images/train/display/Comfortaa/Comfortaa_0011.png,Comfortaa,display,train,Future Vision,Comfortaa-Regular.ttf,42040165
data/processed/fontsense_system/images/train/display/Comfortaa/Comfortaa_0012.png,images/train/display/Comfortaa/Comfortaa_0012.png,Comfortaa,display,train,Brand Identity,Comfortaa-Regular.ttf,42040166
data/processed/fontsense_system/images/train/display/Comfortaa/Comfortaa_0013.png,images/train/display/Comfortaa/Comfortaa_0013.png,Comfortaa,display,train,Graphic Form,Comfortaa-Regular.ttf,42040167
data/processed/fontsense_system/images/train/display/Comfortaa/Comfortaa_0014.png,images/train/display/Comfortaa/Comfortaa_0014.png,Comfortaa,display,train,Type Matters,Comfortaa-Regular.ttf,42040168
data/processed/fontsense_system/images/train/display/Comfortaa/Comfortaa_0015.png,images/train/display/Comfortaa/Comfortaa_0015.png,Comfortaa,display,train,Beautiful Letters,Comfortaa-Regular.ttf,42040169
data/processed/fontsense_system/images/train/display/Comfortaa/Comfortaa_0016.png,images/train/display/Comfortaa/Comfortaa_0016.png,Comfortaa,display,train,Future Vision,Comfortaa-Regular.ttf,42040170
data/processed/fontsense_system/images/train/display/Comfortaa/Comfortaa_0017.png,images/train/display/Comfortaa/Comfortaa_0017.png,Comfortaa,display,train,Creative Studio,Comfortaa-Regular.ttf,42040171
data/processed/fontsense_system/images/train/display/Comfortaa/Comfortaa_0018.png,images/train/display/Comfortaa/Comfortaa_0018.png,Comfortaa,display,train,Typography,Comfortaa-Regular.ttf,42040172
data/processed/fontsense_system/images/train/display/Comfortaa/Comfortaa_0019.png,images/train/display/Comfortaa/Comfortaa_0019.png,Comfortaa,display,train,FontSense,Comfortaa-Regular.ttf,42040173
data/processed/fontsense_system/images/train/display/Noto_Sans_Display/Noto_Sans_Display_0000.png,images/train/display/Noto_Sans_Display/Noto_Sans_Display_0000.png,Noto Sans Display,display,train,Modern Design,NotoSansDisplay-Regular.ttf,42050161
data/processed/fontsense_system/images/train/display/Noto_Sans_Display/Noto_Sans_Display_0001.png,images/train/display/Noto_Sans_Display/Noto_Sans_Display_0001.png,Noto Sans Display,display,train,Hello World,NotoSansDisplay-Regular.ttf,42050162
data/processed/fontsense_system/images/train/display/Noto_Sans_Display/Noto_Sans_Display_0002.png,images/train/display/Noto_Sans_Display/Noto_Sans_Display_0002.png,Noto Sans Display,display,train,Typography,NotoSansDisplay-Regular.ttf,42050163
data/processed/fontsense_system/images/train/display/Noto_Sans_Display/Noto_Sans_Display_0003.png,images/train/display/Noto_Sans_Display/Noto_Sans_Display_0003.png,Noto Sans Display,display,train,Design System,NotoSansDisplay-Regular.ttf,42050164
data/processed/fontsense_system/images/train/display/Noto_Sans_Display/Noto_Sans_Display_0004.png,images/train/display/Noto_Sans_Display/Noto_Sans_Display_0004.png,Noto Sans Display,display,train,Modern Design,NotoSansDisplay-Regular.ttf,42050165
data/processed/fontsense_system/images/train/display/Noto_Sans_Display/Noto_Sans_Display_0005.png,images/train/display/Noto_Sans_Display/Noto_Sans_Display_0005.png,Noto Sans Display,display,train,Creative Studio,NotoSansDisplay-Regular.ttf,42050166
data/processed/fontsense_system/images/train/display/Noto_Sans_Display/Noto_Sans_Display_0006.png,images/train/display/Noto_Sans_Display/Noto_Sans_Display_0006.png,Noto Sans Display,display,train,Brand Identity,NotoSansDisplay-Regular.ttf,42050167
data/processed/fontsense_system/images/train/display/Noto_Sans_Display/Noto_Sans_Display_0007.png,images/train/display/Noto_Sans_Display/Noto_Sans_Display_0007.png,Noto Sans Display,display,train,Beautiful Letters,NotoSansDisplay-Regular.ttf,42050168
data/processed/fontsense_system/images/train/display/Noto_Sans_Display/Noto_Sans_Display_0008.png,images/train/display/Noto_Sans_Display/Noto_Sans_Display_0008.png,Noto Sans Display,display,train,Editorial Layout,NotoSansDisplay-Regular.ttf,42050169
data/processed/fontsense_system/images/train/display/Noto_Sans_Display/Noto_Sans_Display_0009.png,images/train/display/Noto_Sans_Display/Noto_Sans_Display_0009.png,Noto Sans Display,display,train,FontSense,NotoSansDisplay-Regular.ttf,42050170
data/processed/fontsense_system/images/train/display/Noto_Sans_Display/Noto_Sans_Display_0010.png,images/train/display/Noto_Sans_Display/Noto_Sans_Display_0010.png,Noto Sans Display,display,train,Graphic Form,NotoSansDisplay-Regular.ttf,42050171
data/processed/fontsense_system/images/train/display/Noto_Sans_Display/Noto_Sans_Display_0011.png,images/train/display/Noto_Sans_Display/Noto_Sans_Display_0011.png,Noto Sans Display,display,train,Brand Identity,NotoSansDisplay-Regular.ttf,42050172
data/processed/fontsense_system/images/train/display/Noto_Sans_Display/Noto_Sans_Display_0012.png,images/train/display/Noto_Sans_Display/Noto_Sans_Display_0012.png,Noto Sans Display,display,train,Future Vision,NotoSansDisplay-Regular.ttf,42050173
data/processed/fontsense_system/images/train/display/Noto_Sans_Display/Noto_Sans_Display_0013.png,images/train/display/Noto_Sans_Display/Noto_Sans_Display_0013.png,Noto Sans Display,display,train,Type Matters,NotoSansDisplay-Regular.ttf,42050174
data/processed/fontsense_system/images/train/display/Noto_Sans_Display/Noto_Sans_Display_0014.png,images/train/display/Noto_Sans_Display/Noto_Sans_Display_0014.png,Noto Sans Display,display,train,Brand Identity,NotoSansDisplay-Regular.ttf,42050175
data/processed/fontsense_system/images/train/display/Noto_Sans_Display/Noto_Sans_Display_0015.png,images/train/display/Noto_Sans_Display/Noto_Sans_Display_0015.png,Noto Sans Display,display,train,Editorial Layout,NotoSansDisplay-Regular.ttf,42050176
data/processed/fontsense_system/images/train/display/Noto_Sans_Display/Noto_Sans_Display_0016.png,images/train/display/Noto_Sans_Display/Noto_Sans_Display_0016.png,Noto Sans Display,display,train,Shape and Space,NotoSansDisplay-Regular.ttf,42050177
data/processed/fontsense_system/images/train/display/Noto_Sans_Display/Noto_Sans_Display_0017.png,images/train/display/Noto_Sans_Display/Noto_Sans_Display_0017.png,Noto Sans Display,display,train,Creative Studio,NotoSansDisplay-Regular.ttf,42050178
data/processed/fontsense_system/images/train/display/Noto_Sans_Display/Noto_Sans_Display_0018.png,images/train/display/Noto_Sans_Display/Noto_Sans_Display_0018.png,Noto Sans Display,display,train,Digital Poster,NotoSansDisplay-Regular.ttf,42050179
data/processed/fontsense_system/images/train/display/Noto_Sans_Display/Noto_Sans_Display_0019.png,images/train/display/Noto_Sans_Display/Noto_Sans_Display_0019.png,Noto Sans Display,display,train,Hello World,NotoSansDisplay-Regular.ttf,42050180
data/processed/fontsense_system/images/validation/display/UnGraphic/UnGraphic_0000.png,images/validation/display/UnGraphic/UnGraphic_0000.png,UnGraphic,display,validation,Beautiful Letters,UnGraphic.ttf,42060168
data/processed/fontsense_system/images/validation/display/UnGraphic/UnGraphic_0001.png,images/validation/display/UnGraphic/UnGraphic_0001.png,UnGraphic,display,validation,Beautiful Letters,UnGraphic.ttf,42060169
data/processed/fontsense_system/images/validation/display/UnGraphic/UnGraphic_0002.png,images/validation/display/UnGraphic/UnGraphic_0002.png,UnGraphic,display,validation,Visual Culture,UnGraphic.ttf,42060170
data/processed/fontsense_system/images/validation/display/UnGraphic/UnGraphic_0003.png,images/validation/display/UnGraphic/UnGraphic_0003.png,UnGraphic,display,validation,Visual Culture,UnGraphic.ttf,42060171
data/processed/fontsense_system/images/validation/display/UnGraphic/UnGraphic_0004.png,images/validation/display/UnGraphic/UnGraphic_0004.png,UnGraphic,display,validation,Hello World,UnGraphic.ttf,42060172
data/processed/fontsense_system/images/validation/display/UnGraphic/UnGraphic_0005.png,images/validation/display/UnGraphic/UnGraphic_0005.png,UnGraphic,display,validation,Design System,UnGraphic.ttf,42060173
data/processed/fontsense_system/images/validation/display/UnGraphic/UnGraphic_0006.png,images/validation/display/UnGraphic/UnGraphic_0006.png,UnGraphic,display,validation,Design System,UnGraphic.ttf,42060174
data/processed/fontsense_system/images/validation/display/UnGraphic/UnGraphic_0007.png,images/validation/display/UnGraphic/UnGraphic_0007.png,UnGraphic,display,validation,Creative Studio,UnGraphic.ttf,42060175
data/processed/fontsense_system/images/validation/display/UnGraphic/UnGraphic_0008.png,images/validation/display/UnGraphic/UnGraphic_0008.png,UnGraphic,display,validation,FontSense,UnGraphic.ttf,42060176
data/processed/fontsense_system/images/validation/display/UnGraphic/UnGraphic_0009.png,images/validation/display/UnGraphic/UnGraphic_0009.png,UnGraphic,display,validation,Type Matters,UnGraphic.ttf,42060177
data/processed/fontsense_system/images/validation/display/UnGraphic/UnGraphic_0010.png,images/validation/display/UnGraphic/UnGraphic_0010.png,UnGraphic,display,validation,Creative Studio,UnGraphic.ttf,42060178
data/processed/fontsense_system/images/validation/display/UnGraphic/UnGraphic_0011.png,images/validation/display/UnGraphic/UnGraphic_0011.png,UnGraphic,display,validation,Digital Poster,UnGraphic.ttf,42060179
data/processed/fontsense_system/images/validation/display/UnGraphic/UnGraphic_0012.png,images/validation/display/UnGraphic/UnGraphic_0012.png,UnGraphic,display,validation,Creative Studio,UnGraphic.ttf,42060180
